"id","payment_id","username","link","imgsrc","maxbid","addbid1","addbid2","remark","status","created_at","updated_at","bid","tranfer_fee_injapan","delivery_in_thai","payment_status","maxbid_work_by","addbid1_work_by","addbid2_work_by","bid_by","track_id","box_id","weight","round_boat","inform_bill","noted"
"425","131","pakorn","https://page.auctions.yahoo.co.jp/jp/auction/k1040883221","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/2a70167f1da242e2e3456d462e0a20fd35a6ab96/i-img898x1198-1646446399u2likv6657.jpg","11000",\N,\N,"ปิดตามราคาครับ","win","2022-03-08T08:40","2022-03-13T13:41","11000","50","0","paid","adminying",\N,\N,"adminpad","2897-6096-5723","427","8.1","2022-03-12","0",\N
"430","134","Chadaporn","https://page.auctions.yahoo.co.jp/jp/auction/d1041087026","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/6712875c08bbb1a363044c17f8445cc875bd19d7/i-img600x600-1646551014pt35qs343908.jpg","5000",\N,\N,"ไม่รวมส่ง ไม่รวมภาษี","win","2022-03-08T12:44","2022-03-17T17:15","5225","50","750","paid","adminying",\N,\N,"adminpad","403497879234","17","2.35","2022-03-19","0",\N
"432","141","Ritthiphan","https://page.auctions.yahoo.co.jp/jp/auction/w1029859534","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0301/users/4cb81d100c8e0e093bd83137e57c7e9aaa07296a/i-img640x480-16413296231uatqh356318.jpg","5000",\N,\N,\N,"win","2022-03-08T15:55","2022-03-18T16:36","4500","50","0","paid","adminying",\N,\N,"adminpad","623179112721","38","1.55","2022-03-19","0",\N
"433","138","Pongsathorn","https://page.auctions.yahoo.co.jp/jp/auction/e1041537591","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/dda02bb95fbc987bf5e67f5d357aca370438d4ea/i-img1200x900-16467931776pvi6z59873.jpg","3000",\N,\N,"ปิดเลย","win","2022-03-09T03:55","2022-03-18T15:36","3000","50","198","paid","adminpunpun",\N,\N,"adminpad","628308913131","91","0.35","2022-03-19","0",\N
"434","138","Pongsathorn","https://page.auctions.yahoo.co.jp/jp/auction/m1041273388","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/f8d618a0583986460a2685e7c1b132ff4bd9bba3/i-img1200x900-1646645990tfjudh417218.jpg","910",\N,\N,"รวมภาษี เป็น 1,000 เยน 
ค่าส่ง 930 เยน 
ซื้อเลยครับ","win","2022-03-09T04:48","2022-03-18T16:34","1000","50","930","paid","adminpunpun",\N,\N,"adminpad","490066136070","383","0.25","2022-03-12","0","มาในชื่อพี่ปัด Shimizu543 Monjira (ปัด)"
"439","133","pakorn","https://page.auctions.yahoo.co.jp/jp/auction/u1041212565","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/5b0aae25533ca5e5937729ef7e619891e42adc42/i-img585x383-1646624964he5kwq396873.jpg","11555","12555",\N,"ไม่รวมภาษี ไม่รวมค่าส่ง","win","2022-03-09T10:20","2022-03-13T13:41","12100","50","935","paid","adminying","adminying",\N,"adminpad","440305327700","476","7.75","2022-03-12","0",\N
"442","149","Sombat","https://page.auctions.yahoo.co.jp/jp/auction/u1041280542","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/464ad3d429846f740c9c5b4e0ccfd5fe25792b34/i-img1200x1200-1646654171ljqt7y437592.jpg","5787",\N,\N,\N,"win","2022-03-09T12:31","2022-03-19T09:21","5775","50","880","paid","adminying",\N,\N,"adminpad","569276156153","13","0.85","2022-03-19","0",\N
"445","146","Shank","https://page.auctions.yahoo.co.jp/jp/auction/n1040524355","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/85320cc8100d139fb55cba2c29699621a2bd55c9/i-img1200x900-1646291351ghslqj138962.jpg","25000",\N,\N,\N,"win","2022-03-09T16:27","2022-03-17T17:32","18000","100","3000","paid","adminying",\N,\N,"ceosmith","438029095210","187","19.75","2022-03-19","1",\N
"446","174","Shank","https://page.auctions.yahoo.co.jp/jp/auction/k1041085018","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/7ac783fb16fc173cdd6f381870b314ccc4bf6f75/i-img900x1200-1646540968k9bpkz334312.jpg","60000",\N,\N,\N,"win","2022-03-09T16:28","2022-03-25T17:03","58000","150","0","paid","adminying",\N,\N,"adminpad","1805-7644-6702, 1805-7644-6665","350, 351","32.2","2022-03-26","1","cod"
"449","137","Sumatha","https://page.auctions.yahoo.co.jp/jp/auction/q1041282243","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/739373c7d8ee14572346dfbe21478568c2996be0/i-img1200x900-164665632006dqir440315.jpg","1980",\N,\N,"ไม่รวมส่ง","win","2022-03-10T02:39","2022-03-17T17:23","1980","50","1260","paid","AdminNatsu",\N,\N,"adminpad","280268223933","37","0.95","2022-03-19","0",\N
"450","155","Ritthiphan","https://page.auctions.yahoo.co.jp/jp/auction/b1041407055","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/b2b8201a86bbba7e3009755f5d062c2650f32ce2/i-img600x600-1646714421xsvdmw1501.jpg","9000",\N,\N,"","win","2022-03-10T03:24","2022-03-22T16:46","6950","50","3564","paid","AdminNatsu",\N,\N,"adminpad","5460845622","238","4.25","2022-03-26","0",\N
"455","140","Pariwatr","https://page.auctions.yahoo.co.jp/jp/auction/w1041167758","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/dee1834d3f148d427db03a1bdd3924a82a4dcc11/i-img1200x1200-1646609443ezy6n8372288.jpg","6000","7000",\N,\N,"win","2022-03-10T10:41","2022-03-17T17:23","6250","50","0","paid","adminsign","adminsign",\N,"adminpad","623178915763","32","1.1","2022-03-19","0",\N
"456","140","Pariwatr","https://page.auctions.yahoo.co.jp/jp/auction/l1041168311","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/dee1834d3f148d427db03a1bdd3924a82a4dcc11/i-img1200x1200-1646609749y3hyff383947.jpg","3000",\N,\N,\N,"win","2022-03-10T11:22","2022-03-17T17:23","3000","50","0","paid","adminpunpun",\N,\N,"adminpad","623178915763","32","1.1","2022-03-19","0",\N
"459","139","Teera","https://page.auctions.yahoo.co.jp/jp/auction/c1029771489","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0301/users/11a56649313e374ee391bbb95811d5aeb49b1a4e/i-img898x1198-1641280874fnexj4270215.jpg","4000",\N,\N,"ราคารวมภาษี","win","2022-03-10T13:33","2022-03-17T17:30","4000","50","0","paid","adminpunpun",\N,\N,"adminpad","554286931844","183","0.4","2022-03-19","0",\N
"460","158","Ritthiphan","https://page.auctions.yahoo.co.jp/jp/auction/b1024708336","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0212/users/8420d972a8a7025bdca953f2ee9adcfc650f3d19/i-img640x480-1638936569wgz53t63294.jpg","2000",\N,\N,\N,"win","2022-03-10T18:53","2022-03-26T17:02","1200","50","0","paid","adminying",\N,\N,"adminpad","522265461406","358","0.2","2022-03-26","0",\N
"463","142","Achiraya","https://page.auctions.yahoo.co.jp/jp/auction/s1031505173","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0301/users/f978d72904754db7405e2e8adf2546f87ad455db/i-img700x700-1642050494sjzeek10983.jpg","5337",\N,\N,"กดซื้อให้เลยได้ไหมคะเอาสีเงิน","win","2022-03-11T13:05","2022-03-19T09:20","5870","50","980","paid","AdminNatsu",\N,\N,"adminpad","402545922903","215","9.25","2022-03-19","0",\N
"464","143","Chadaporn","https://page.auctions.yahoo.co.jp/jp/auction/h1041587020","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/6712875c08bbb1a363044c17f8445cc875bd19d7/i-img600x600-1646815019xn7jue17309.jpg","4500",\N,\N,"ไม่รวมภาษี ไม่รวมค่าส่ง","win","2022-03-11T13:06","2022-03-17T17:15","4620","50","750","paid","adminsign",\N,\N,"adminpad","402085759445","236","2.9","2022-03-19","0",\N
"472","144","Pariwatr","https://page.auctions.yahoo.co.jp/jp/auction/l1033989760","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0301/users/3655f92737d16648bf4617ca91e0badecb18bd36/i-img898x1198-16432018464lfuf9828599.jpg","6500",\N,\N,\N,"win","2022-03-12T09:11","2022-03-17T17:24","6500","50","1950","paid","adminying",\N,\N,"adminpad","554287088946","237","0.5","2022-03-19","0",""
"484","169","Ritthiphan","https://page.auctions.yahoo.co.jp/jp/auction/h1042152951","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/c5fc75427240e5e00606f54fcd40c5bc3c4b4b15/i-img1200x1200-1647085055yfjwev4392.jpg","3000",\N,\N,\N,"win","2022-03-14T01:52","2022-03-23T16:57","2000","50","210","paid","AdminNatsu",\N,\N,"adminpad","522265557995","255","0.15","2022-03-26","0",\N
"485","153","Ritthiphan","https://page.auctions.yahoo.co.jp/jp/auction/d1042012729","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/8ac0c04eea16f1175c7696d2e11111f1c24fe7f2/i-img616x1200-1647005006sl40a7220236.jpg","5000",\N,\N,\N,"win","2022-03-14T01:53","2022-03-23T16:57","3000","50","0","paid","adminsign",\N,\N,"adminpad","467731121410","298","4.4","2022-03-26","0","cod"
"489","151","Pariwatr","https://page.auctions.yahoo.co.jp/jp/auction/l1041962588","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/4893ce763da75cc08aa6c2bfdd3d3ae9bf02249c/i-img898x1198-1646982794lz8ulq131938.jpg","5750",\N,\N,\N,"win","2022-03-14T09:05","2022-03-18T16:39","5750","50","1564","paid","adminying",\N,\N,"adminpad","623180283191","399","1.1","2022-03-19","0",\N
"492","150","Itthiponbas","https://page.auctions.yahoo.co.jp/jp/auction/f1041993098","https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0303/users/3999c590740786ecd37c51d4d54f800038b9e9d1/i-img1000x750-1646989611aitgll214310.jpg","5250",\N,\N,\N,"win","2022-03-14T09:50","2022-03-17T17:33","3380","50","600","paid","adminying",\N,\N,"adminpad","193054859443","229","0.6","2022-03-19","0",""
